id,star,name_cn,name_jp,name_en,name_link,name_other,cost,faction,get,hp,atk,class_link,avatar,np_type,img_links
69,1,织田信长,織田信長,Oda Nobunaga,织田信长,信长&Nobu,12,人,活动赠送,11637,9494,Archer,https://fgo.wiki\images/c/cc/Servant069.jpg,全体,['https://fgo.wiki\\images/6/62/%E4%BF%A1%E9%95%BF%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4I.png'	'https://fgo.wiki\\images/6/62/%E4%BF%A1%E9%95%BF%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4I.png'	'https://fgo.wiki\\images/6/62/%E4%BF%A1%E9%95%BF%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4I.png'	'https://fgo.wiki\\images/6/66/%E4%BF%A1%E9%95%BF%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4IV.png'	'https://fgo.wiki\\images/a/ab/%E4%BF%A1%E9%95%BF%E6%84%9A%E4%BA%BA%E8%8A%82.png']
70,1,斯卡哈,スカサハ,Scáthach,斯卡哈,师匠&BBA&紫发美少女,16,星,期间限定,14825,11375,Lancer,https://fgo.wiki\images/3/3a/Servant070.jpg,单体,['https://fgo.wiki\\images/6/64/%E6%96%AF%E5%8D%A1%E5%93%88%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4%E2%85%A0.png'	'https://fgo.wiki\\images/1/1e/%E6%96%AF%E5%8D%A1%E5%93%88%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4%E2%85%A1.png'	'https://fgo.wiki\\images/5/54/%E6%96%AF%E5%8D%A1%E5%93%88%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4%E2%85%A2.png'	'https://fgo.wiki\\images/6/6b/%E6%96%AF%E5%8D%A1%E5%93%88%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4%E2%85%A3.png'	'https://fgo.wiki\\images/c/ce/%E6%96%AF%E5%8D%A1%E5%93%88%E7%81%B5%E8%A1%A31.png'	'https://fgo.wiki\\images/6/68/%E6%96%AF%E5%8D%A1%E5%93%88%E6%84%9A%E4%BA%BA%E8%8A%82.png']
71,1,迪尔姆德・奥迪那,ディルムッド・オディナ,Diarmuid Ua Duibhne,迪尔姆德·奥迪那,刷子,7,地,圣晶石常驻&友情点召唤,10098,6877,Lancer,https://fgo.wiki\images/b/b7/Servant071.jpg,单体,['https://fgo.wiki\\images/2/2c/%E8%BF%AA%E5%B0%94%E5%A7%86%E5%BE%B7%C2%B7%E5%A5%A5%E8%BF%AA%E9%82%A31.png'	'https://fgo.wiki\\images/1/1f/%E8%BF%AA%E5%B0%94%E5%A7%86%E5%BE%B7%C2%B7%E5%A5%A5%E8%BF%AA%E9%82%A32.png'	'https://fgo.wiki\\images/1/1e/%E8%BF%AA%E5%B0%94%E5%A7%86%E5%BE%B7%C2%B7%E5%A5%A5%E8%BF%AA%E9%82%A33.png'	'https://fgo.wiki\\images/3/3b/%E8%BF%AA%E5%B0%94%E5%A7%86%E5%BE%B7%C2%B7%E5%A5%A5%E8%BF%AA%E9%82%A34.png'	'https://fgo.wiki\\images/2/25/%E8%BF%AA%E5%B0%94%E5%A7%86%E5%BE%B7%C2%B7%E5%A5%A5%E8%BF%AA%E9%82%A35.png']
72,1,弗格斯・马克・罗伊,フェルグス・マック・ロイ,Fergus mac Róich,弗格斯·马克·罗伊,小刚&老福,7,地,圣晶石常驻&友情点召唤,9786,7460,Saber,https://fgo.wiki\images/4/4c/Servant072.jpg,全体,['https://fgo.wiki\\images/7/7e/%E5%BC%97%E6%A0%BC%E6%96%AF%C2%B7%E9%A9%AC%E5%85%8B%C2%B7%E7%BD%97%E4%BC%8A1.png'	'https://fgo.wiki\\images/0/00/%E5%BC%97%E6%A0%BC%E6%96%AF%C2%B7%E9%A9%AC%E5%85%8B%C2%B7%E7%BD%97%E4%BC%8A2.png'	'https://fgo.wiki\\images/c/c0/%E5%BC%97%E6%A0%BC%E6%96%AF%C2%B7%E9%A9%AC%E5%85%8B%C2%B7%E7%BD%97%E4%BC%8A3.png'	'https://fgo.wiki\\images/7/70/%E5%BC%97%E6%A0%BC%E6%96%AF%C2%B7%E9%A9%AC%E5%85%8B%C2%B7%E7%BD%97%E4%BC%8A4.png'	'https://fgo.wiki\\images/2/23/%E5%BC%97%E6%A0%BC%E6%96%AF%C2%B7%E9%A9%AC%E5%85%8B%C2%B7%E7%BD%97%E4%BC%8A5.png']
73,1,阿尔托莉雅・潘德拉贡〔圣诞Alter〕,アルトリア・ペンドラゴン〔サンタオルタ〕,Altria Pendragon (Santa Alter),阿尔托莉雅·潘德拉贡〔圣诞Alter〕,Raber,12,人,活动赠送,11286,9258,Rider,https://fgo.wiki\images/1/18/Servant073.jpg,全体,['https://fgo.wiki\\images/1/18/%E9%98%BF%E5%B0%94%E6%89%98%E8%8E%89%E9%9B%85%C2%B7%E6%BD%98%E5%BE%B7%E6%8B%89%E8%B4%A1%E3%80%94%E5%9C%A3%E8%AF%9EAlter%E3%80%951.png'	'https://fgo.wiki\\images/1/18/%E9%98%BF%E5%B0%94%E6%89%98%E8%8E%89%E9%9B%85%C2%B7%E6%BD%98%E5%BE%B7%E6%8B%89%E8%B4%A1%E3%80%94%E5%9C%A3%E8%AF%9EAlter%E3%80%951.png'	'https://fgo.wiki\\images/1/18/%E9%98%BF%E5%B0%94%E6%89%98%E8%8E%89%E9%9B%85%C2%B7%E6%BD%98%E5%BE%B7%E6%8B%89%E8%B4%A1%E3%80%94%E5%9C%A3%E8%AF%9EAlter%E3%80%951.png'	'https://fgo.wiki\\images/a/a4/%E9%98%BF%E5%B0%94%E6%89%98%E8%8E%89%E9%9B%85%C2%B7%E6%BD%98%E5%BE%B7%E6%8B%89%E8%B4%A1%E3%80%94%E5%9C%A3%E8%AF%9EAlter%E3%80%954.png'	'https://fgo.wiki\\images/4/46/%E9%98%BF%E5%B0%94%E6%89%98%E8%8E%89%E9%9B%85%C2%B7%E6%BD%98%E5%BE%B7%E6%8B%89%E8%B4%A1%E3%80%94%E5%9C%A3%E8%AF%9EAlter%E3%80%955.png']
74,1,童谣,ナーサリー・ライム,Nursery Rhyme,童谣,爱丽丝,12,人,圣晶石常驻,11882,8629,Caster,https://fgo.wiki\images/5/5e/Servant074.jpg,全体,['https://fgo.wiki\\images/0/02/%E7%AB%A5%E8%B0%A3%C2%B7%E5%88%9D%E5%A7%8B.png'	'https://fgo.wiki\\images/8/87/%E7%AB%A5%E8%B0%A3%C2%B7%E4%B8%80%E7%A0%B4.png'	'https://fgo.wiki\\images/e/e9/%E7%AB%A5%E8%B0%A3%C2%B7%E4%B8%89%E7%A0%B4.png'	'https://fgo.wiki\\images/4/47/%E7%AB%A5%E8%B0%A3%C2%B7%E6%BB%A1%E7%A0%B4.png'	'https://fgo.wiki\\images/0/07/%E7%AB%A5%E8%B0%A3%C2%B7%E6%84%9A%E4%BA%BA%E8%8A%82.png']
75,1,开膛手杰克,ジャック・ザ・リッパー,Jack the Ripper,开膛手杰克,女儿,16,地,圣晶石常驻,12696,11557,Assassin,https://fgo.wiki\images/5/58/Servant075.jpg,单体,['https://fgo.wiki\\images/0/0d/%E5%BC%80%E8%86%9B%E6%89%8B%E6%9D%B0%E5%85%8B%C2%B7%E5%88%9D%E5%A7%8B.png'	'https://fgo.wiki\\images/7/73/%E5%BC%80%E8%86%9B%E6%89%8B%E6%9D%B0%E5%85%8B%C2%B7%E4%B8%80%E7%A0%B4.png'	'https://fgo.wiki\\images/d/dc/%E5%BC%80%E8%86%9B%E6%89%8B%E6%9D%B0%E5%85%8B%C2%B7%E4%B8%89%E7%A0%B4.png'	'https://fgo.wiki\\images/d/df/%E5%BC%80%E8%86%9B%E6%89%8B%E6%9D%B0%E5%85%8B%C2%B7%E6%BB%A1%E7%A0%B4.png'	'https://fgo.wiki\\images/6/6d/%E5%BC%80%E8%86%9B%E6%89%8B%E6%9D%B0%E5%85%8B-%E6%84%9A%E4%BA%BA%E8%8A%82.png']
76,1,莫德雷德,モードレッド,Mordred,莫德雷德,小莫,16,地,圣晶石常驻,14680,11723,Saber,https://fgo.wiki\images/e/e4/Servant076.jpg,全体,['https://fgo.wiki\\images/3/35/%E5%B0%8F%E8%8E%AB1-v2.png'	'https://fgo.wiki\\images/b/b1/%E5%B0%8F%E8%8E%AB2-v2.png'	'https://fgo.wiki\\images/2/20/%E5%B0%8F%E8%8E%AB3-v2.png'	'https://fgo.wiki\\images/4/4d/%E5%B0%8F%E8%8E%AB4.png'	'https://fgo.wiki\\images/7/7e/%E8%8E%AB%E5%BE%B7%E9%9B%B7%E5%BE%B7%E7%81%B5%E8%A1%A31.png'	'https://fgo.wiki\\images/d/dc/%E8%8E%AB%E5%BE%B7%E9%9B%B7%E5%BE%B7%E6%84%9A%E4%BA%BA%E8%8A%82%E5%8D%A1%E9%9D%A2.png']
77,1,尼古拉・特斯拉,ニコラ・テスラ,Nikola Tesla,尼古拉·特斯拉,特总&祖师爷,16,星,剧情限定,13825,11781,Archer,https://fgo.wiki\images/9/93/Servant077.jpg,全体,['https://fgo.wiki\\images/a/aa/%E7%89%B9%E6%96%AF%E6%8B%891%E9%98%B6.png'	'https://fgo.wiki\\images/c/cb/%E7%89%B9%E6%96%AF%E6%8B%892%E9%98%B6.png'	'https://fgo.wiki\\images/2/2d/%E7%89%B9%E6%96%AF%E6%8B%893%E9%98%B6.png'	'https://fgo.wiki\\images/e/ee/%E7%89%B9%E6%96%AF%E6%8B%89%E6%BB%A1%E7%A0%B4%E5%9B%BE.png'	'https://fgo.wiki\\images/d/d0/%E7%89%B9%E6%96%AF%E6%8B%89%E6%84%9A%E4%BA%BA%E8%8A%82.png']
78,1,阿尔托莉雅・潘德拉贡〔Alter〕,アルトリア・ペンドラゴン〔オルタ〕,Altria Pendragon (Alter),阿尔托莉雅·潘德拉贡〔Alter〕(Lancer),黑枪呆&乳上&南半球,12,天,剧情限定,11761,9968,Lancer,https://fgo.wiki\images/b/b2/Servant078.jpg,全体,['https://fgo.wiki\\images/2/2b/%E9%BB%91%E6%9E%AA%E5%91%86%E5%8D%A1%E9%9D%A2%E2%85%A0.png'	'https://fgo.wiki\\images/6/65/%E9%BB%91%E6%9E%AA%E5%91%86%E5%8D%A1%E9%9D%A2%E2%85%A1.png'	'https://fgo.wiki\\images/9/9c/%E9%BB%91%E6%9E%AA%E5%91%86%E5%8D%A1%E9%9D%A2%E2%85%A2.png'	'https://fgo.wiki\\images/a/a5/%E9%BB%91%E6%9E%AA%E5%91%86%E5%8D%A1%E9%9D%A2%E2%85%A3.png'	'https://fgo.wiki\\images/b/b2/%E9%BB%91%E6%9E%AA%E5%91%86%E6%84%9A%E4%BA%BA%E8%8A%82.png']
79,1,冯・霍恩海姆・帕拉塞尔苏斯,ヴァン・ホーエンハイム・パラケルスス,Paracelsus von Hohenheim,冯·霍恩海姆·帕拉塞尔苏斯,豆爸,7,人,圣晶石常驻&友情点召唤,9506,6711,Caster,https://fgo.wiki\images/5/57/Servant079.jpg,全体,['https://fgo.wiki\\images/c/c6/%E8%B1%86%E7%88%B8-%E5%8D%A1%E9%9D%A21.png'	'https://fgo.wiki\\images/1/1c/%E8%B1%86%E7%88%B8-%E5%8D%A1%E9%9D%A22.png'	'https://fgo.wiki\\images/4/4c/%E8%B1%86%E7%88%B8-%E5%8D%A1%E9%9D%A23.png'	'https://fgo.wiki\\images/1/1f/%E8%B1%86%E7%88%B8-%E5%8D%A1%E9%9D%A24.png'	'https://fgo.wiki\\images/3/32/%E8%B1%86%E7%88%B8-%E5%8D%A1%E9%9D%A2y.png']
80,1,查尔斯・巴贝奇,チャールズ・バベッジ,Charles Babbage,查尔斯·巴贝奇,蒸汽王,7,人,圣晶石常驻&友情点召唤,10887,5996,Caster,https://fgo.wiki\images/3/39/Servant080.jpg,全体,['https://fgo.wiki\\images/e/eb/%E6%9F%A5%E5%B0%94%E6%96%AF%C2%B7%E5%B7%B4%E8%B4%9D%E5%A5%871.png'	'https://fgo.wiki\\images/7/76/%E6%9F%A5%E5%B0%94%E6%96%AF%C2%B7%E5%B7%B4%E8%B4%9D%E5%A5%872.png'	'https://fgo.wiki\\images/2/27/%E6%9F%A5%E5%B0%94%E6%96%AF%C2%B7%E5%B7%B4%E8%B4%9D%E5%A5%873.png'	'https://fgo.wiki\\images/8/82/%E6%9F%A5%E5%B0%94%E6%96%AF%C2%B7%E5%B7%B4%E8%B4%9D%E5%A5%874.png'	'https://fgo.wiki\\images/d/d8/%E6%9F%A5%E5%B0%94%E6%96%AF%C2%B7%E5%B7%B4%E8%B4%9D%E5%A5%875.png']
81,1,亨利・杰基尔＆海德,ヘンリー・ジキル＆ハイド,Henry Jekyll & Hyde,亨利·杰基尔＆海德,海德&化身博士,7,地,通关报酬&圣晶石常驻&友情点召唤,9675,6320,Assassin,https://fgo.wiki\images/7/7d/Servant081.jpg,辅助,['https://fgo.wiki\\images/c/c7/%E6%B5%B7%E5%BE%B7%E5%8D%A1%E9%9D%A2%E2%85%A0.png'	'https://fgo.wiki\\images/2/29/%E6%B5%B7%E5%BE%B7%E5%8D%A1%E9%9D%A2%E2%85%A1.png'	'https://fgo.wiki\\images/d/da/%E6%B5%B7%E5%BE%B7%E5%8D%A1%E9%9D%A2%E2%85%A2.png'	'https://fgo.wiki\\images/6/60/%E6%B5%B7%E5%BE%B7%E5%8D%A1%E9%9D%A2%E2%85%A3.png'	'https://fgo.wiki\\images/b/b3/%E6%B5%B7%E5%BE%B7%E6%84%9A%E4%BA%BA%E8%8A%82.png']
82,1,弗兰肯斯坦,フランケンシュタイン,Frankenstein,弗兰肯斯坦,肯娘&弗兰,12,地,圣晶石常驻,10687,9441,Berserker,https://fgo.wiki\images/7/7f/Servant082.jpg,全体,['https://fgo.wiki\\images/8/87/%E5%BC%97%E5%85%B0%E8%82%AF%E6%96%AF%E5%9D%A6%E5%8D%A1%E9%9D%A2%E2%85%A0.png'	'https://fgo.wiki\\images/4/43/%E5%BC%97%E5%85%B0%E8%82%AF%E6%96%AF%E5%9D%A6%E5%8D%A1%E9%9D%A2%E2%85%A1.png'	'https://fgo.wiki\\images/e/eb/%E5%BC%97%E5%85%B0%E8%82%AF%E6%96%AF%E5%9D%A6%E5%8D%A1%E9%9D%A2%E2%85%A2.png'	'https://fgo.wiki\\images/7/7e/%E5%BC%97%E5%85%B0%E8%82%AF%E6%96%AF%E5%9D%A6%E5%8D%A1%E9%9D%A2%E2%85%A3.png'	'https://fgo.wiki\\images/6/66/%E5%BC%97%E5%85%B0%E8%82%AF%E6%96%AF%E5%9D%A6%E6%84%9A%E4%BA%BA%E8%8A%82.png']
84,1,阿周那,アルジュナ,Arjuna,阿周那,周黑鸭&娜娜子,16,天,圣晶石常驻,13230,12342,Archer,https://fgo.wiki\images/4/45/Servant084.jpg,全体,['https://fgo.wiki\\images/9/9a/%E9%98%BF%E5%91%A8%E9%82%A3%E5%88%9D%E5%A7%8B%E7%8A%B6%E6%80%81.png'	'https://fgo.wiki\\images/0/09/%E9%98%BF%E5%91%A8%E9%82%A3%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4I.png'	'https://fgo.wiki\\images/5/5e/%E9%98%BF%E5%91%A8%E9%82%A3%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4III.png'	'https://fgo.wiki\\images/2/21/%E9%98%BF%E5%91%A8%E9%82%A3%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4IV.png'	'https://fgo.wiki\\images/a/a2/%E9%98%BF%E5%91%A8%E9%82%A3%E7%81%B5%E8%A1%A31.png'	'https://fgo.wiki\\images/0/09/%E9%98%BF%E5%91%A8%E9%82%A3%E6%84%9A%E4%BA%BA%E8%8A%82.png']
85,1,迦尔纳,カルナ,Karna,迦尔纳,小太阳,16,天,圣晶石常驻,13632,11976,Lancer,https://fgo.wiki\images/9/99/Servant085.jpg,全体,['https://fgo.wiki\\images/d/d6/%E5%B0%8F%E5%A4%AA%E9%98%B3%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4I.png'	'https://fgo.wiki\\images/2/27/%E5%B0%8F%E5%A4%AA%E9%98%B3%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4II.png'	'https://fgo.wiki\\images/6/60/%E5%B0%8F%E5%A4%AA%E9%98%B3%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4III.png'	'https://fgo.wiki\\images/8/84/%E5%B0%8F%E5%A4%AA%E9%98%B3%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4IV.png'	'https://fgo.wiki\\images/f/f6/%E5%B0%8F%E5%A4%AA%E9%98%B3%E7%81%B5%E8%A1%A3.png'	'https://fgo.wiki\\images/6/67/%E5%B0%8F%E5%A4%AA%E9%98%B3%E6%84%9A%E4%BA%BA%E8%8A%82.png']
86,1,谜之女主角X,謎のヒロインX,Mysterious Heroine X,谜之女主角X,X毛&阿尔托莉雅・潘德拉贡,16,星,期间限定,12696,11761,Assassin,https://fgo.wiki\images/5/54/Servant086.jpg,单体,['https://fgo.wiki\\images/f/f0/%E8%B0%9C%E4%B9%8B%E5%A5%B3%E4%B8%BB%E8%A7%92X-%E5%8D%A1%E9%9D%A21.png'	'https://fgo.wiki\\images/f/fc/%E8%B0%9C%E4%B9%8B%E5%A5%B3%E4%B8%BB%E8%A7%92X-%E5%8D%A1%E9%9D%A22.png'	'https://fgo.wiki\\images/c/cb/%E8%B0%9C%E4%B9%8B%E5%A5%B3%E4%B8%BB%E8%A7%92X-%E5%8D%A1%E9%9D%A23.png'	'https://fgo.wiki\\images/e/e5/%E8%B0%9C%E4%B9%8B%E5%A5%B3%E4%B8%BB%E8%A7%92X-%E5%8D%A1%E9%9D%A24.png'	'https://fgo.wiki\\images/8/8d/%E8%B0%9C%E4%B9%8B%E5%A5%B3%E4%B8%BB%E8%A7%92X%E7%81%B5%E8%A1%A31.png'	'https://fgo.wiki\\images/1/1f/%E8%B0%9C%E4%B9%8B%E5%A5%B3%E4%B8%BB%E8%A7%92X-%E5%8D%A1%E9%9D%A2%E6%84%9A%E4%BA%BA%E8%8A%82.png']
87,1,芬恩・麦克库尔,フィン・マックール,Fionn mac Cumhaill,芬恩·麦克库尔,,12,天,圣晶石常驻,12750,8930,Lancer,https://fgo.wiki\images/8/8f/Servant087.jpg,全体,['https://fgo.wiki\\images/8/89/%E8%8A%AC%E6%81%A91.png'	'https://fgo.wiki\\images/d/dc/%E8%8A%AC%E6%81%A92.png'	'https://fgo.wiki\\images/5/58/%E8%8A%AC%E6%81%A93.png'	'https://fgo.wiki\\images/5/56/%E8%8A%AC%E6%81%A94.png'	'https://fgo.wiki\\images/2/24/%E8%8A%AC%E6%81%A9%E6%84%9A%E4%BA%BA%E8%8A%82.png']
88,1,布伦希尔德,ブリュンヒルデ,Brynhild,布伦希尔德,布姐,16,天,期间限定,14825,11432,Lancer,https://fgo.wiki\images/0/08/Servant088.jpg,单体,['https://fgo.wiki\\images/9/95/%E5%B8%83%E4%BC%A6%E5%B8%8C%E5%B0%94%E5%BE%B7%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4%E2%85%A0.png'	'https://fgo.wiki\\images/1/1a/%E5%B8%83%E4%BC%A6%E5%B8%8C%E5%B0%94%E5%BE%B7%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4%E2%85%A1.png'	'https://fgo.wiki\\images/7/74/%E5%B8%83%E4%BC%A6%E5%B8%8C%E5%B0%94%E5%BE%B7%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4%E2%85%A2.png'	'https://fgo.wiki\\images/d/de/%E5%B8%83%E4%BC%A6%E5%B8%8C%E5%B0%94%E5%BE%B7%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4%E2%85%A3.png'	'https://fgo.wiki\\images/7/75/%E5%B8%83%E4%BC%A6%E5%B8%8C%E5%B0%94%E5%BE%B7%E6%84%9A%E4%BA%BA%E8%8A%82.png']
89,1,贝奥武夫,ベオウルフ,Beowulf,贝奥武夫,狼叔&贝爷,12,地,圣晶石常驻,10327,10247,Berserker,https://fgo.wiki\images/9/98/Servant089.jpg,单体,['https://fgo.wiki\\images/4/43/%E8%B4%9D%E5%A5%A5%E6%AD%A6%E5%A4%AB1.png'	'https://fgo.wiki\\images/7/7d/%E8%B4%9D%E5%A5%A5%E6%AD%A6%E5%A4%AB2.png'	'https://fgo.wiki\\images/0/03/%E8%B4%9D%E5%A5%A5%E6%AD%A6%E5%A4%AB3.png'	'https://fgo.wiki\\images/1/18/%E8%B4%9D%E5%A5%A5%E6%AD%A6%E5%A4%AB4.png'	'https://fgo.wiki\\images/1/19/%E8%B4%9D%E5%A5%A5%E6%AD%A6%E5%A4%AB5.png']
90,1,尼禄・克劳狄乌斯〔新娘〕,ネロ・クラウディウス〔ブライド〕,Nero Claudius (Bride),尼禄·克劳狄乌斯〔新娘〕,花嫁&嫁王,16,人,期间限定,14248,11607,Saber,https://fgo.wiki\images/4/45/Servant090.jpg,单体,['https://fgo.wiki\\images/7/74/%E8%8A%B1%E5%AB%81%E7%81%B5%E5%9F%BA1.png'	'https://fgo.wiki\\images/3/34/%E8%8A%B1%E5%AB%81%E7%81%B5%E5%9F%BA3.png'	'https://fgo.wiki\\images/c/cb/%E8%8A%B1%E5%AB%81%E7%81%B5%E5%9F%BA2.png'	'https://fgo.wiki\\images/5/52/%E8%8A%B1%E5%AB%81%E7%81%B5%E5%9F%BA4.png'	'https://fgo.wiki\\images/6/69/%E8%8A%B1%E5%AB%81%E6%84%9A%E4%BA%BA%E8%8A%82.png']
91,1,两仪式,両儀式,Ryougi Shiki,两仪式,剑式&根源式&215,16,人,期间限定,15453,10721,Saber,https://fgo.wiki\images/4/4a/Servant091.jpg,全体,['https://fgo.wiki\\images/0/0b/215-%E5%8D%A1%E9%9D%A2-1.png'	'https://fgo.wiki\\images/4/47/215-%E5%8D%A1%E9%9D%A2-2.png'	'https://fgo.wiki\\images/1/1e/215-%E5%8D%A1%E9%9D%A2-3.png'	'https://fgo.wiki\\images/f/f5/215-%E5%8D%A1%E9%9D%A2-4.png'	'https://fgo.wiki\\images/8/83/%E4%B8%A4%E4%BB%AA%E5%BC%8FSaber%E7%81%B5%E8%A1%A31.png'	'https://fgo.wiki\\images/8/88/%E4%B8%A4%E4%BB%AA%E5%BC%8FSaber%E7%81%B5%E8%A1%A32.png'	'https://fgo.wiki\\images/e/e2/%E4%B8%A4%E4%BB%AA%E5%BC%8FSaber%E7%81%B5%E8%A1%A33.png'	'https://fgo.wiki\\images/5/5e/215-%E5%8D%A1%E9%9D%A2-y.png']
92,1,两仪式,両儀式,Ryougi Shiki,两仪式(Assassin),杀式&214&式姐,12,人,活动赠送,11055,8867,Assassin,https://fgo.wiki\images/2/28/Servant092.jpg,单体,['https://fgo.wiki\\images/a/a7/%E4%B8%A4%E4%BB%AA%E5%BC%8F%28Assassin%29-%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4I.png'	'https://fgo.wiki\\images/a/a7/%E4%B8%A4%E4%BB%AA%E5%BC%8F%28Assassin%29-%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4I.png'	'https://fgo.wiki\\images/a/a7/%E4%B8%A4%E4%BB%AA%E5%BC%8F%28Assassin%29-%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4I.png'	'https://fgo.wiki\\images/e/e6/%E4%B8%A4%E4%BB%AA%E5%BC%8F%28Assassin%29-%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4IV.png'	'https://fgo.wiki\\images/1/16/%E4%B8%A4%E4%BB%AA%E5%BC%8F%28Assassin%29-%E6%84%9A%E4%BA%BA%E8%8A%82.png']
93,1,天草四郎,天草四郎,Amakusa Shirou,天草四郎,天草&小神父&言峰士郎,16,人,期间限定,14107,10972,Ruler,https://fgo.wiki\images/1/1c/Servant093.jpg,全体,['https://fgo.wiki\\images/2/24/%E5%A4%A9%E8%8D%89%E5%9B%9B%E9%83%8E-%E5%8D%A1%E9%9D%A21.png'	'https://fgo.wiki\\images/9/93/%E5%A4%A9%E8%8D%89%E5%9B%9B%E9%83%8E-%E5%8D%A1%E9%9D%A22.png'	'https://fgo.wiki\\images/4/48/%E5%A4%A9%E8%8D%89%E5%9B%9B%E9%83%8E-%E5%8D%A1%E9%9D%A23.png'	'https://fgo.wiki\\images/8/87/%E5%A4%A9%E8%8D%89%E5%9B%9B%E9%83%8E-%E5%8D%A1%E9%9D%A24.png'	'https://fgo.wiki\\images/8/8b/%E5%A4%A9%E8%8D%89%E5%9B%9B%E9%83%8E-%E6%84%9A%E4%BA%BA%E8%8A%82.png']
94,1,阿斯托尔福,アストルフォ,Astolfo,阿斯托尔福,阿福&伪娘,12,地,圣晶石常驻,11172,8937,Rider,https://fgo.wiki\images/6/6d/Servant094.jpg,全体,['https://fgo.wiki\\images/8/89/%E9%98%BF%E6%96%AF%E6%89%98%E5%B0%94%E7%A6%8F%E7%81%B5%E5%9F%BA%E2%85%A0.png'	'https://fgo.wiki\\images/3/38/%E9%98%BF%E6%96%AF%E6%89%98%E5%B0%94%E7%A6%8F%E7%81%B5%E5%9F%BA%E2%85%A1.png'	'https://fgo.wiki\\images/0/0f/%E9%98%BF%E6%96%AF%E6%89%98%E5%B0%94%E7%A6%8F%E7%81%B5%E5%9F%BA%E2%85%A2.png'	'https://fgo.wiki\\images/c/c8/%E9%98%BF%E6%96%AF%E6%89%98%E5%B0%94%E7%A6%8F%E7%81%B5%E5%9F%BA%E2%85%A3.png'	'https://fgo.wiki\\images/1/1b/%E9%98%BF%E6%96%AF%E6%89%98%E5%B0%94%E7%A6%8F%E7%81%B5%E8%A1%A3%E5%BC%80%E6%94%BE.png'	'https://fgo.wiki\\images/5/51/%E9%98%BF%E6%96%AF%E6%89%98%E5%B0%94%E7%A6%8F%E6%84%9A%E4%BA%BA%E8%8A%82.png']
95,1,幼吉尔,子ギル,Gilgamesh (Child),幼吉尔,幼闪,7,天,圣晶石常驻&友情点召唤,8731,7696,Archer,https://fgo.wiki\images/9/98/Servant095.jpg,全体,['https://fgo.wiki\\images/0/0b/%E5%B9%BC%E9%97%AA%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4I.png'	'https://fgo.wiki\\images/d/d9/%E5%B9%BC%E9%97%AA%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4II.png'	'https://fgo.wiki\\images/2/28/%E5%B9%BC%E9%97%AA%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4III.png'	'https://fgo.wiki\\images/4/44/%E5%B9%BC%E9%97%AA%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4IV.png'	'https://fgo.wiki\\images/4/43/%E5%B9%BC%E9%97%AA%E6%84%9A%E4%BA%BA%E8%8A%82.png']
