id,star,star_str,name,name_link,name_other,cost,hp1,hpmax,atk1,atkmax,des,des_max,icon,icon_eff,type_marker,stars_marker,stats_marker,sort_atk,sort_hp
323,4,★★★★,女神的闪耀,女神的闪耀(尤瑞艾莉),,9,100,100,100,100,尤瑞艾莉(Archer)装备，且自身在场时，<br>己方全体的Arts指令卡性能提升15%,,/images/0/02/礼装323.jpg,/images/0/03/蓝放.png,4,16,8,507,586
324,4,★★★★,英雄的武装,英雄的武装,,9,100,100,100,100,赫克托耳(Lancer)装备，且自身在场时，<br>己方全体的宝具威力提升20%,,/images/0/0d/礼装324.jpg,/images/d/d9/宝具威力提升.png,4,16,8,508,587
325,5,★★★★★,荣誉至此,荣誉至此,,12,0,0,500,2000,自身宝具威力提升15%＆暴击威力提升15%＆付与自身每回合获得3个暴击星的状态,自身宝具威力提升20%＆暴击威力提升20%＆付与自身每回合获得4个暴击星的状态[最大解放],/images/5/58/礼装325.jpg,/images/d/d9/宝具威力提升.png,257,32,4,1236,435
326,4,★★★★,起源的军团,起源的军团,,9,320,1200,200,750,自身防御力提升8%＆宝具威力提升15%,自身防御力提升10%＆宝具威力提升20%[最大解放],/images/0/0a/礼装326.jpg,/images/3/32/加防.png,257,16,8,1012,1088
327,3,★★★,对月咆哮,对月咆哮,,5,0,0,200,1000,自身的Buster指令卡性能提升10%＆弱化耐性降低20%,自身的Buster指令卡性能提升15%＆弱化耐性降低20%【负面效果】[最大解放],/images/c/cd/礼装327.jpg,/images/4/42/红放.png,257,8,4,1099,346
328,5,★★★★★,白蔷薇姬,白蔷薇姬,,12,400,1600,250,1000,付与自身毅力状态(1次·HP回复1)＆NP已达10%的状态开始战斗,付与自身毅力状态(1次·HP回复1)＆NP已达20%的状态开始战斗[最大解放],/images/5/50/礼装328.jpg,/images/3/3a/毅力.png,129,32,8,1100,1194
329,5,★★★★★,联合演唱会,联合演唱会,,12,0,0,500,2000,自身的Buster指令卡性能提升15%＆暴击威力提升15%,自身的Buster指令卡性能提升20%＆暴击威力提升20%[最大解放],/images/6/60/礼装329.jpg,/images/4/42/红放.png,129,32,4,1237,436
330,5,★★★★★,迦勒底午餐时光,迦勒底午餐时光,,12,400,1600,250,1000,关卡通关时获得的羁绊值提升2%,关卡通关时获得的羁绊值提升10%[最大解放],/images/4/49/礼装330.jpg,/images/c/c1/羁绊获得量提升.png,2,32,8,1101,1195
331,3,★★★,佛拉格拉克,佛拉格拉克,,5,0,0,200,1000,自身的暴击星集中度提升200%,自身的暴击星集中度提升300%[最大解放],/images/a/a0/礼装331.jpg,/images/7/7a/集星.png,64,8,4,1102,347
332,3,★★★,天之逆月,天之逆月,,5,300,1500,0,0,付与自身每回合获得1个暴击星的状态＆弱化耐性提开5%,付与自身每回合获得2个暴击星的状态＆弱化耐性提开10%[最大解放],/images/1/13/礼装332.jpg,/images/f/f7/回合出星.png,64,8,2,95,1150
333,3,★★★,许德拉匕首,许德拉匕首,,5,0,0,200,1000,自身即死付与成功率提升5%,自身即死付与成功率提升10%[最大解放],/images/2/23/礼装333.jpg,/images/3/33/即死成功率提升.png,64,8,4,1103,348
334,4,★★★★,不屈不挠,不屈不挠,,9,100,100,100,100,南丁格尔(Berserker)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升10%＆HP回复量提升20%,,/images/d/d9/礼装334.jpg,/images/4/42/红放.png,4,16,8,509,588
335,4,★★★★,孤身一人的战争,孤身一人的战争,,9,100,100,100,100,库·丘林(Alter)(Berserker)装备时，<br>自身的宝具威力提升30%＆付与毅力状态(1次·HP回复20%),,/images/4/45/礼装335.jpg,/images/3/3a/毅力.png,4,16,8,510,589
336,4,★★★★,神圣之泉,神圣之泉,,9,100,100,100,100,女王梅芙(Rider)装备，且自身在场时，<br>己方全体的NP获得量提升15%,,/images/b/be/礼装336.jpg,/images/4/42/NP获得量提升.png,4,16,8,511,590
337,4,★★★★,不灭之刃,不灭之刃,,9,100,100,100,100,罗摩(Saber)装备，且自身在场时，<br>己方全体的暴击威力提升25%,,/images/e/eb/礼装337.jpg,/images/d/db/暴击威力提升.png,4,16,8,512,591
338,4,★★★★,被隐藏的女神,被隐藏的女神,,9,100,100,100,100,海伦娜·布拉瓦茨基(Caster)装备，且自身在场时，<br>为己方全体付与对〔Assassin〕20%的特攻状态,,/images/a/af/礼装338.jpg,/images/3/3a/特攻.png,4,16,8,513,592
339,4,★★★★,文明的灯火,文明的灯火,,9,100,100,100,100,托马斯·爱迪生(Caster)装备，且自身在场时，<br>己方全体的NP获得量提升15%,,/images/9/99/礼装339.jpg,/images/4/42/NP获得量提升.png,4,16,8,514,593
340,4,★★★★,本领，已达神域,本领，已达神域,,9,100,100,100,100,李书文(Lancer)装备，且自身在场时，<br>己方全体的Arts指令卡性能提升15%,,/images/f/f2/礼装340.jpg,/images/0/03/蓝放.png,4,16,8,515,594
341,4,★★★★,骑士的誓言,骑士的誓言,,9,100,100,100,100,迪尔姆德·奥迪那(Lancer)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升10%＆Arts指令卡性能提升10%,,/images/a/ae/礼装341.jpg,/images/0/0a/蓝绿放.png,4,16,8,516,595
342,4,★★★★,元素精灵,元素精灵,,9,100,100,100,100,冯·霍恩海姆·帕拉塞尔苏斯(Caster)装备，且自身在场时，<br>己方全体的Arts指令卡性能提升10%＆宝具威力提升10%,,/images/2/28/礼装342.jpg,/images/0/03/蓝放.png,4,16,8,517,596
343,4,★★★★,真・差分机,真·差分机,,9,100,100,100,100,查尔斯·巴贝奇(Caster)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升20%＆防御力降低10%[负面效果],,/images/7/74/礼装343.jpg,/images/4/42/红放.png,4,16,8,518,597
344,5,★★★★★,危险野兽,危险野兽,,12,0,0,500,2000,自身的Quick指令卡性能提升15%＆付与每回合获得3个暴击星的状态,自身的Quick指令卡性能提升20%＆付与每回合获得4个暴击星的状态[最大解放],/images/0/0e/礼装344.jpg,/images/4/45/绿放.png,257,32,4,1238,437
345,4,★★★★,月夜魔女,月夜魔女,,9,320,1200,200,750,自身的Arts指令卡性能提升10%＆NP获得量提升5%,自身的Arts指令卡性能提升15%＆NP获得量提升10%[最大解放],/images/3/3e/礼装345.jpg,/images/0/03/蓝放.png,257,16,8,1013,1089
346,3,★★★,罗玛尼・阿其曼伯爵的款待,罗玛尼·阿其曼伯爵的款待,,5,300,1500,0,0,自身NP获得量提升5%＆防御力提升3%,自身NP获得量提升10%＆防御力提升5%[最大解放],/images/9/9f/礼装346.jpg,/images/4/42/NP获得量提升.png,257,8,2,96,1151
347,5,★★★★★,勇者小伊丽的冒险,勇者小伊丽的冒险,,12,0,0,500,2000,自身的Buster指令卡性能提升10%＆宝具威力提升20%,自身的Buster指令卡性能提升15%＆宝具威力提升25%[最大解放],/images/8/82/礼装347.jpg,/images/4/42/红放.png,129,32,4,1239,438
348,4,★★★★,法师＆牧师,法师＆牧师,,9,320,1200,200,750,自身宝具威力提升15%＆HP回复量提升10%,自身宝具威力提升20%＆HP回复量提升20%[最大解放],/images/e/ea/礼装348.jpg,/images/d/d9/宝具威力提升.png,129,16,8,1014,1090
349,3,★★★,玛塔・哈丽的酒吧,玛塔·哈丽的酒吧,,5,0,0,200,1000,自身的Quick指令卡性能提升2%＆Arts指令卡性能提升2%＆Buster指令卡性能提升2%＆暴击威力提升5%,自身的Quick指令卡性能提升3%＆Arts指令卡性能提升3%＆Buster指令卡性能提升3%＆暴击威力提升10%[最大解放],/images/b/bc/礼装349.jpg,/images/e/e7/三色魔放.png,129,8,4,1104,349
350,4,★★★★,焰刑地狱,焰刑地狱,,9,100,100,100,100,贞德〔Alter〕(Avenger)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升15%,,/images/b/b3/礼装350.jpg,/images/4/42/红放.png,4,16,8,519,598
351,4,★★★★,戈耳狄俄斯之结,戈耳狄俄斯之结,,9,100,100,100,100,伊斯坎达尔(Rider)装备，且自身在场时，<br>己方全体的攻击力提升15%,,/images/6/63/礼装351.jpg,/images/e/e9/加攻.png,4,16,8,520,599
352,4,★★★★,白龙,白龙,,9,100,100,100,100,玄奘三藏(Caster)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升20%＆防御力降低10%[负面效果],,/images/c/c7/礼装352.jpg,/images/4/42/红放.png,4,16,8,521,600
353,4,★★★★,至无阳光映照之处,至无阳光映照之处,,9,100,100,100,100,卫宫(Assassin)装备，且自身在场时，<br>己方全体的Quick指令卡件能提升10%＆Arts指令卡性能提升10%,,/images/c/cd/礼装353.jpg,/images/0/0a/蓝绿放.png,4,16,8,522,601
354,4,★★★★,天之衣,天之衣,,9,100,100,100,100,爱丽丝菲尔(天之衣)(Caster)装备，且自身在场时，<br>己方全体的HP回复量提升30%,,/images/8/8a/礼装354.jpg,/images/9/97/回复量提升.png,4,16,8,523,602
355,4,★★★★,黄金律的表现,黄金律的表现,,9,100,100,100,100,幼吉尔(Archer)装备，且自身在场时，<br>己方全体的NP获得量提升15%,,/images/6/63/礼装355.jpg,/images/4/42/NP获得量提升.png,4,16,8,524,603
356,4,★★★★,这片大地的精灵,这片大地的精灵,,9,100,100,100,100,杰罗尼莫(Caster)装备，且自身在场时，<br>己方全体的NP获得量提升15%,,/images/5/5c/礼装356.jpg,/images/4/42/NP获得量提升.png,4,16,8,525,604
357,4,★★★★,见识一下你的枪吧,见识一下你的枪吧,,9,100,100,100,100,比利小子(Archer)装备，且自身在场时，<br>己方全体的暴击威力提升25%,,/images/6/63/礼装357.jpg,/images/d/db/暴击威力提升.png,4,16,8,526,605
358,4,★★★★,百人藏书,百人藏书,,9,100,100,100,100,百貌哈桑(Assassin)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升8%＆Arts指令卡性能提升8%＆Buster指令卡性能提升8%,,/images/d/d1/礼装358.jpg,/images/e/e7/三色魔放.png,4,16,8,527,606
359,4,★★★★,最后的碎片,最后的碎片,,9,100,100,100,100,安哥拉曼纽(Avenger)装备时，<br>付与自身对『Beast』职阶的攻击优位状态， 毅力回复（回复20%HP，一次）,,/images/4/4c/礼装359.jpg,/images/3/3a/特攻.png,4,16,8,528,607
360,4,★★★★,Fate/EXTELLA,Fate/EXTELLA,,9,100,100,100,100,自身暴击威力提升15%＆付与每回合获得3个暴击星状态,,/images/4/4b/礼装360.jpg,/images/d/db/暴击威力提升.png,16,16,8,529,608
361,4,★★★★,灵子肖像:尼禄・克劳狄乌斯,灵子肖像：尼禄·克劳狄乌斯,,9,100,100,100,100,关卡通关时获得的御主经验增加50,,/images/7/7c/礼装361.jpg,/images/b/b3/经验增加.png,16,16,8,530,609
362,4,★★★★,灵子肖像:无铭,灵子肖像：无铭,,9,100,100,100,100,关卡通关时获得的御主经验增加50,,/images/1/17/礼装362.jpg,/images/b/b3/经验增加.png,16,16,8,531,610
363,4,★★★★,灵子肖像:玉藻前,灵子肖像：玉藻前,,9,100,100,100,100,关卡通关时获得的御主经验增加50,,/images/2/2a/礼装363.jpg,/images/b/b3/经验增加.png,16,16,8,532,611
364,4,★★★★,灵子肖像:迦尔纳,灵子肖像：迦尔纳,,9,100,100,100,100,关卡通关时获得的御主经验增加50,,/images/8/82/礼装364.jpg,/images/b/b3/经验增加.png,16,16,8,533,612
365,4,★★★★,灵子肖像:阿蒂拉,灵子肖像：阿蒂拉,,9,100,100,100,100,关卡通关时获得的御主经验增加50,,/images/0/0c/礼装365.jpg,/images/b/b3/经验增加.png,16,16,8,534,613
366,4,★★★★,灵子肖像:吉尔伽美什,灵子肖像：吉尔伽美什,,9,100,100,100,100,关卡通关时获得的御主经验增加50,,/images/d/dd/礼装366.jpg,/images/b/b3/经验增加.png,16,16,8,535,614
367,4,★★★★,神便鬼毒酒,神便鬼毒酒,,9,100,100,100,100,酒吞童子(Assassin)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升10%＆Arts指令卡性能提升10%,,/images/a/a1/礼装367.jpg,/images/0/0a/蓝绿放.png,4,16,8,536,615
368,4,★★★★,童子切安纲,童子切安纲,,9,100,100,100,100,源赖光(Berserker)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升10%＆暴击威力提升15%,,/images/d/d5/礼装368.jpg,/images/4/42/红放.png,4,16,8,537,616
369,4,★★★★,拉美西斯二世葬祭殿,拉美西斯二世葬祭殿,,9,100,100,100,100,奥斯曼狄斯(Rider)装备，且自身在场时，<br>己方全体的Arts指令卡性能提升10%＆Buster指令卡性能提升10%,,/images/d/d0/礼装369.jpg,/images/1/17/红蓝放.png,4,16,8,538,617
370,4,★★★★,骨刀（无铭）,骨刀（无铭）,,9,100,100,100,100,茨木童子(Berserker)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升20%＆防御力降低10%【负面效果】,,/images/5/5c/礼装370.jpg,/images/4/42/红放.png,4,16,8,539,618
371,4,★★★★,黄金熊号,黄金熊号,,9,100,100,100,100,坂田金时(Rider)装备，且自身在场时，<br>己方全体的暴击星掉落率提升20%,,/images/f/fd/礼装371.jpg,/images/6/63/掉星率增加.png,4,16,8,540,619
372,4,★★★★,格林嘉莱特,格林嘉莱特,,9,100,100,100,100,高文(Saber)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升15%,,/images/d/d1/礼装372.jpg,/images/4/42/红放.png,4,16,8,541,620
373,4,★★★★,唯一的谎言,唯一的谎言,,9,100,100,100,100,崔斯坦(Archer)装备，且自身在场时，<br>己方全体的暴击威力提升25%,,/images/5/54/礼装373.jpg,/images/d/db/暴击威力提升.png,4,16,8,542,621
374,4,★★★★,未被行使的王权,未被行使的王权,,9,100,100,100,100,尼托克丽丝(Caster)装备，且自身在场时，<br>己方全体的NP获得量提升10%＆宝具威力提升10%,,/images/1/1f/礼装374.jpg,/images/4/42/NP获得量提升.png,4,16,8,543,622
375,4,★★★★,鬼之面具,鬼之面具,,9,100,100,100,100,风魔小太郎(Assassin)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升15%,,/images/5/53/礼装375.jpg,/images/4/45/绿放.png,4,16,8,544,623
376,4,★★★★,炊饭无穷尽,炊饭无穷尽,,9,100,100,100,100,俵藤太(Archer)装备，且自身在场时，<br>己方全体每回合回复500HP,,/images/6/6d/礼装376.jpg,/images/b/bc/每回合回复.png,4,16,8,545,624
377,4,★★★★,王之马,王之马,,9,100,100,100,100,阿尔托莉雅(Lancer)装备，且自身在场时，<br>己方全体的攻击力提升10%＆宝具威力提升10%,,/images/7/78/礼装377.jpg,/images/e/e9/加攻.png,4,16,8,546,625
378,4,★★★★,万能之智，根底之知,万能之智，根底之知,,9,100,100,100,100,莱昂纳多·达·芬奇(Caster)装备，且自身在场时，<br>己方全体的宝具威力提升20%,,/images/9/94/礼装378.jpg,/images/d/d9/宝具威力提升.png,4,16,8,547,626
379,4,★★★★,沙滩日落,沙滩日落,,9,100,100,100,100,玉藻前(Lancer)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升10%＆Burst指令卡性能提升10%,,/images/4/46/礼装379.jpg,/images/1/11/红绿放.png,4,16,8,548,627
380,4,★★★★,湖中仙子,湖中仙子,,9,100,100,100,100,兰斯洛特(Saber)装备，且自身在场时，<br>己方全体的NP获得量提升10%＆暴击威力提升10%,,/images/4/40/礼装380.jpg,/images/4/42/NP获得量提升.png,4,16,8,549,628
381,4,★★★★,夏日的回忆,夏日的回忆,,9,100,100,100,100,玛丽·安托瓦内特(Caster)装备，且自身在场时，<br>己方全体的暴击威力提升25%,,/images/a/a9/礼装381.jpg,/images/d/db/暴击威力提升.png,4,16,8,550,629
382,4,★★★★,正在沐浴中！,正在沐浴中！,,9,100,100,100,100,安妮·伯妮＆玛莉·瑞德(Archer)装备，且自身在场时，<br>己方全体的Arts指令卡性能提升10%＆Buster指令卡性能提升10%,,/images/b/b9/礼装382.jpg,/images/1/17/红蓝放.png,4,16,8,551,630
383,4,★★★★,普利多温,普利多温,,9,100,100,100,100,莫德雷德(Rider)装备，且自身在场时，<br>己方全体的宝具威力提升20%,,/images/c/c1/礼装383.jpg,/images/d/d9/宝具威力提升.png,4,16,8,552,631
384,4,★★★★,海滨情书（恐怖）,海滨情书（恐怖）,,9,100,100,100,100,清姬(Lancer)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升20%＆防御力降低10%【负面效果】,,/images/6/67/礼装384.jpg,/images/4/42/红放.png,4,16,8,553,632
385,4,★★★★,失去的右臂,失去的右臂,,9,100,100,100,100,贝德维尔(Saber)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升10%＆NP获得量提升10%,,/images/9/93/礼装385.jpg,/images/4/42/红放.png,4,16,8,554,633
386,4,★★★★,存在的证明,存在的证明,,9,100,100,100,100,静谧哈桑(Assassin)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升15%,,/images/b/bc/礼装386.jpg,/images/4/45/绿放.png,4,16,8,555,634
387,5,★★★★★,安静平稳之刻,安静平稳之刻,,12,0,0,500,2000,自身的Quick指令卡性能提升10%＆Arts指令卡性能提升10%＆NP获得量提升10%,自身的Quick指令卡性能提升15%＆Arts指令卡性能提升15%＆NP获得量提升15%[最大解放],/images/5/58/礼装387.jpg,/images/0/0a/蓝绿放.png,257,32,4,1240,439
388,4,★★★★,圣夜的阅读,圣夜的阅读,,9,320,1200,200,750,自身的NP获得量提升15%＆宝具威力提升15%,自身的NP获得量提升20%＆宝具威力提升20%[最大解放],/images/1/1a/礼装388.jpg,/images/4/42/NP获得量提升.png,257,16,8,1015,1091
389,3,★★★,圣者的招待,圣者的招待,,5,300,1500,0,0,自身的防御力提升3%＆付与受伤害减免100的状态,自身的防御力提升5%＆付与受伤害减免200的状态[最大解放],/images/7/70/礼装389.jpg,/images/3/32/加防.png,257,8,2,97,1152
390,5,★★★★★,圣夜晚餐,圣夜晚餐,醉贞,12,0,0,500,2000,以NP已达30%的状态开始战斗＆暴击威力提升10%＆宝具威力提升10%,以NP已达50%的状态开始战斗＆暴击威力提升15%＆宝具威力提升15%[最大解放],/images/4/42/礼装390.jpg,/images/1/14/充能.png,129,32,4,1241,440
391,4,★★★★,冠军之杯,冠军之杯,,9,100,100,100,100,阿尔托莉雅·潘德拉贡(Archer)装备，且自身在场时，<br>己方全体的攻击力提升15%,,/images/2/2a/礼装391.jpg,/images/e/e9/加攻.png,4,16,8,556,635
392,4,★★★★,梦幻召唤（Install）,梦幻召唤（Install）,,9,100,100,100,100,伊莉雅斯菲尔(Caster)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升8%＆Arts指令卡性能提升8%＆Buster指令卡性能提升8%,,/images/c/c8/礼装392.jpg,/images/e/e7/三色魔放.png,4,16,8,557,636
393,4,★★★★,命运之蛇,命运之蛇,,9,100,100,100,100,克娄巴特拉(Assassin)装备，且自身在场时，<br>己方全体的宝具威力提升25%＆防御力降低10%【负面效果】,,/images/6/60/礼装393.jpg,/images/d/d9/宝具威力提升.png,4,16,8,558,637
394,4,★★★★,神圣拳套,神圣拳套,,9,100,100,100,100,玛尔达(Ruler)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升15%,,/images/d/d3/礼装394.jpg,/images/4/42/红放.png,4,16,8,559,638
395,4,★★★★,最低限度的爱好,最低限度的爱好,,9,100,100,100,100,斯卡哈(Assassin)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升15%,,/images/b/bc/礼装395.jpg,/images/4/45/绿放.png,4,16,8,560,639
396,4,★★★★,痛觉共有,痛觉共有,,9,100,100,100,100,克洛伊·冯·爱因兹贝伦(Archer)装备，且自身在场时，<br>己方全体的暴击威力提升30%＆付与每回合HP减少200的状态【负面效果】,,/images/6/6f/礼装396.jpg,/images/d/db/暴击威力提升.png,4,16,8,561,640
397,4,★★★★,地底的信仰,地底的信仰,,9,100,100,100,100,弗拉德三世(EXTRA)(Lancer)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升10%＆Buster指令卡性能提升10%,,/images/f/f8/礼装397.jpg,/images/1/11/红绿放.png,4,16,8,562,641
398,4,★★★★,万圣邀请函,万圣邀请函,,9,100,100,100,100,伊丽莎白·巴托里(勇者)(Saber)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升20%＆防御力降低10%【负面效果】,,/images/f/fa/礼装398.jpg,/images/4/42/红放.png,4,16,8,563,642
399,4,★★★★,First Order,First Order,,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,/images/a/ad/礼装399.jpg,/images/b/b3/经验增加.png,16,16,8,564,643
400,5,★★★★★,魔性菩萨,魔性菩萨,天堂之孔,12,400,1600,250,1000,自身NP已达50%的状态开始战斗＆宝具使用时充能阶段上升2级(1次),自身NP已达60%的状态开始战斗＆宝具使用时充能阶段上升2级(1次)[最大解放],/images/a/a1/礼装400.jpg,/images/4/4a/充能阶段上升.png,64,32,8,1105,1196
401,4,★★★★,私室警备员,私室警备员,,9,600,2250,0,0,自身的暴击星集中度提升300%＆付与伤害减免300的状态,自身的暴击星集中度提升400%＆付与伤害减免400的状态[最大解放],/images/e/e8/礼装401.jpg,/images/7/7a/集星.png,64,16,2,98,1259
402,3,★★★,奇迹求道者,奇迹求道者,,5,0,0,200,1000,当拥有〔神性〕特性的从者装备时，宝具威力提升15%,当拥有〔神性〕特性的从者装备时，宝具威力提升25%[最大解放],/images/a/a7/礼装402.jpg,/images/d/d9/宝具威力提升.png,64,8,4,1106,350
403,4,★★★★,七头战锤希塔,七头战锤希塔,,9,100,100,100,100,伊什塔尔(Archer)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升20%＆弱化耐性降低20%【负面效果】,,/images/0/08/礼装403.jpg,/images/4/42/红放.png,4,16,8,565,644
404,4,★★★★,胡姆巴巴之花,胡姆巴巴之花,,9,100,100,100,100,恩奇都(Lancer)装备，且自身在场时，<br>己方全体每回合回复500HP,,/images/e/e4/礼装404.jpg,/images/b/bc/每回合回复.png,4,16,8,566,645
405,4,★★★★,太阳之石,太阳之石,,9,100,100,100,100,魁札尔·科亚特尔(Rider)装备，且自身在场时，<br>己方全体的Arts指令卡性能提升10%＆Buster指令卡性能提升10%,,/images/1/1e/礼装405.jpg,/images/1/17/红蓝放.png,4,16,8,567,646
406,4,★★★★,通往大海之门,通往大海之门,,9,100,100,100,100,贞德·Alter·Santa·Lily(Lancer)装备，且自身在场时，<br>己方全体的HP回复量提升30%,,/images/5/5c/礼装406.jpg,/images/9/97/回复量提升.png,4,16,8,568,647
407,4,★★★★,天命之泥板,天命之泥板,,9,100,100,100,100,吉尔伽美什(Caster)装备，且自身在场时，<br>己方全体的宝具威力提升20%,,/images/0/05/礼装407.jpg,/images/d/d9/宝具威力提升.png,4,16,8,569,648
408,4,★★★★,克律萨俄耳,克律萨俄耳,,9,100,100,100,100,戈耳工(Avenger)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升10%＆NP获得量提升10%,,/images/e/e8/礼装408.jpg,/images/4/42/红放.png,4,16,8,570,649
409,4,★★★★,无以到达的明日,无以到达的明日,,9,100,100,100,100,美杜莎(Lancer)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升10%＆NP获得量提升10%,,/images/8/82/礼装409.jpg,/images/4/45/绿放.png,4,16,8,571,650
410,4,★★★★,原初之火,原初之火,,9,100,100,100,100,豹人(Lancer)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升15%,,/images/b/bb/礼装410.jpg,/images/4/42/红放.png,4,16,8,572,651
411,4,★★★★,尽头之塔,尽头之塔,,9,100,100,100,100,梅林(Caster)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升10%＆暴击威力提升15%,,/images/6/60/礼装411.jpg,/images/4/42/红放.png,4,16,8,573,652
412,5,★★★★★,朝日初升,朝日初升,,12,0,0,500,2000,自身的Buster指令卡性能提升15%＆NP已达40%的状态开始战斗,自身的Buster指令卡性能提升20%＆NP已达50%的状态开始战斗[最大解放],/images/c/c3/礼装412.jpg,/images/4/42/红放.png,256,32,4,1242,441
413,4,★★★★,射初一矢,射初一矢,,9,320,1200,200,750,付与自身必中状态＆自身的Arts指令卡性能提升8%,付与自身必中状态＆自身的Arts指令卡性能提升10%[最大解放],/images/4/4b/礼装413.jpg,/images/9/90/必中.png,256,16,8,1016,1092
414,3,★★★,飞越疯人巢,飞越疯人巢,,5,0,0,200,1000,关卡通关时获得的QP增加2018,关卡通关时获得的QP增加2018＆付与自身伤害附加18的状态[最大解放],/images/b/b4/礼装414.jpg,/images/d/d1/QP掉落.png,256,8,4,1107,351
415,4,★★★★,为2018喝彩,为2018喝彩,,9,2017,2017,0,0,付与自身每回合回复HP100的状态,,/images/b/b5/礼装415.jpg,/images/b/bc/每回合回复.png,16,16,2,99,1245
416,4,★★★★,空之佛,空之佛,,9,100,100,100,100,宫本武藏(Saber)装备时，<br>自身宝具威力提升30%＆付与弱化无效状态(3次),,/images/b/b1/礼装416.jpg,/images/6/6c/弱化耐性提升.png,4,16,8,574,653
417,4,★★★★,幽谷之渊,幽谷之渊,,9,100,100,100,100,“山中老人”(Assassin)装备时，<br>自身弱化耐性提升100%,,/images/2/27/礼装417.jpg,/images/6/6c/弱化耐性提升.png,4,16,8,575,654
418,3,★★★,固有结界,固有结界,,5,160,800,100,500,〔Archer〕职阶装备时，宝具威力提升15%,〔Archer〕职阶装备时，宝具威力提升25%[最大解放],/images/4/47/礼装418.jpg,/images/d/d9/宝具威力提升.png,64,8,8,971,1048
419,3,★★★,返老还童的灵药,返老还童的灵药,,5,300,1500,0,0,自身攻击弱化耐性提升25%,自身攻击弱化耐性提升30%[最大解放],/images/c/c2/礼装419.jpg,/images/6/6c/弱化耐性提升.png,64,8,2,100,1153
420,3,★★★,谜之面具群,谜之面具群,,5,160,800,100,500,自身暴击星集中度提升100%＆暴击星掉落率提升5%,自身暴击星集中度提升200%＆暴击星掉落率提升10%[最大解放],/images/3/37/礼装420.jpg,/images/7/7a/集星.png,64,8,8,972,1049
421,5,★★★★★,可爱柑橘巧克力,可爱柑橘巧克力,,12,0,0,500,2000,自身NP获得量提升25%＆宝具威力提升15%,自身NP获得量提升30%＆宝具威力提升20%[最大解放],/images/7/71/礼装421.jpg,/images/4/42/NP获得量提升.png,257,32,4,1243,442
422,5,★★★★★,巧克力手艺人,巧克力手艺人,,12,400,1600,250,1000,自身的Arts指令卡性能提升15%＆付与每回合获得3个暴击星的状态,自身的Arts指令卡性能提升20%＆付与每回合获得4个暴击星的状态[最大解放],/images/f/f1/礼装422.jpg,/images/0/03/蓝放.png,257,32,8,1108,1197
423,4,★★★★,巧克力天使,巧克力天使,,9,0,0,400,1500,自身的Buster指令卡性能提升8%＆NP获得量提升15%,自身的Buster指令卡性能提升10%＆NP获得量提升20%[最大解放],/images/4/4e/礼装423.jpg,/images/4/42/红放.png,257,16,4,1197,396
424,4,★★★★,苦味之黑,苦味之黑,,9,320,1200,200,750,自身的HP回复量提升15%＆NP获得量提升15%,自身的HP回复量提升20%＆NP获得量提升20%[最大解放],/images/7/7f/礼装424.jpg,/images/9/97/回复量提升.png,257,16,8,1017,1093
425,3,★★★,美妙时光,美妙时光,,5,0,0,200,1000,自身的HP回复量提升5%＆暴击星掉落率提升5%,自身的HP回复量提升10%＆暴击星掉落率提升10%[最大解放],/images/7/70/礼装425.jpg,/images/9/97/回复量提升.png,257,8,4,1109,352
426,3,★★★,胜利者的从容,胜利者的从容,,5,300,1500,0,0,付与自身伤害减免100的状态＆暴击星掉落率提升5%,付与自身伤害减免200的状态＆暴击星掉落率提升10%[最大解放],/images/e/e2/礼装426.jpg,/images/3/32/加防.png,257,8,2,101,1154
427,5,★★★★★,甜蜜水晶,甜蜜水晶,,12,0,0,500,2000,付与自身无敌贯通状态＆NP已达30%的状态开始战斗,付与自身无敌贯通状态＆NP已达50%的状态开始战斗[最大解放],/images/9/9a/礼装427.jpg,/images/4/4a/无敌贯通.png,129,32,4,1244,443
